0,0,5000
1,0,5000
2,0,5000
3,0,5000
4,0,5000
5,0,5000
6,0,5000
7,0,5000
8,0,5000
9,0,5000
10,0,5000
11,0,5000
12,0,5000
13,0,5000
14,0,5000
15,0,5000
16,0,5000
17,1,5000
18,0,5000
19,0,5000
20,0,5000
21,1,5000
22,0,5000
23,0,5000
24,0,5000
25,0,5000
26,0,5000
27,1,5000
28,1,5000
29,0,5000
30,0,5000
31,0,5000
32,0,5000
33,0,5000
34,0,5000
35,0,5000
36,0,5000
37,1,5000
38,0,5000
39,0,5000
40,0,5000
41,1,5000
42,1,5000
43,0,5000
44,0,5000
45,0,5000
46,0,5000
47,0,5000
48,0,5000
49,0,5000
50,0,5000
51,0,5000
52,0,5000
53,0,5000
54,0,5000
55,0,5000
56,0,5000
57,0,5000
58,0,5000
59,0,5000
60,0,5000
61,0,5000
62,0,5000
63,0,5000
64,0,5000
65,0,5000
66,0,5000
67,0,5000
68,0,5000
69,0,5000
70,0,5000
71,0,5000
72,0,5000
73,0,5000
74,0,5000
75,0,5000
76,0,5000
77,0,5000
78,0,5000
79,0,5000
80,0,5000
81,0,5000
82,0,5000
83,0,5000
84,0,5000
85,0,5000
86,0,5000
87,0,5000
88,0,5000
89,0,5000
90,1,5000
91,0,5000
92,1,5000
93,0,5000
94,0,5000
95,1,5000
96,0,5000
97,0,5000
98,0,5000
99,0,5000
